Inscricao;Perfil;Cargo;Estado;Concorre Vaga Ampla Concorrência;Concorre Vagas Reservadas às pessoas com deficiência;Concorre Vagas reservadas aos candidatos negros;Cidade onde realizará a 1a Etapa das Provas;Estado onde realizará a 1a Etapa das Provas
3004147;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Não;Brasília;DF
3004068;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000324;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3003842;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Sim;Recife;PE
3003188;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004715;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Sim;Fortaleza;CE
3003865;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002227;PE41;Biologia celular e molecular da interação vetor/patógeno/ hospedeiro;Belo Horizonte;Sim;Não;Não;Rio de Janeiro;RJ
3002989;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002399;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001557;PE71;Epidemiologia Clínica;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002014;PE37;Planejamento, Financiamento e Modelos de Gestão e Atenção à Saúde;Manaus;Sim;Não;Não;Manaus;AM
3003613;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003469;PE71;Epidemiologia Clínica;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002860;PE34;Epidemiologia e Vigilância em Saúde Pública;Manaus;Sim;Não;Não;Manaus;AM
3003691;PE50;Virologia Clássica e molecular;Recife;Sim;Não;Não;Recife;PE
3004526;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3002059;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3000208;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003998;PE07;Análise de Políticas e Sistemas de Saúde;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3004223;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003095;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004092;PE87;Bioquímica, Biologia Celular e Molecular de Helmintos de Interesses em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004090;PE60;Pesquisa Translacional;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3004206;PE65;Epidemiologista Social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003296;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004224;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002912;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002087;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Brasília;DF
3000635;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3000700;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000207;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Sim;Belo Horizonte;MG
3001834;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Curitiba;PR
3001405;PE55;Bioecologia, vigilância e controle de culicídeos;Recife;Sim;Não;Não;Rio de Janeiro;RJ
3003573;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3001506;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Sim;Brasília;DF
3004759;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3002621;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Sim;Teresina;PI
3001512;PE58;Desenvolvimento e validação de metodologias alternativas ao uso de animais na pesquisa;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3001753;PE37;Planejamento, Financiamento e Modelos de Gestão e Atenção à Saúde;Manaus;Sim;Não;Não;Manaus;AM
3003638;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001304;PE65;Epidemiologista Social;Rio de Janeiro;Sim;Sim;Não;Belo Horizonte;MG
3001678;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002837;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001499;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Rio de Janeiro;RJ
3000663;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000083;PE19;Educação profissional de nível médio com ênfase em trabalho e educação em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002524;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3004439;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000459;PE65;Epidemiologista Social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003540;PE55;Bioecologia, vigilância e controle de culicídeos;Recife;Sim;Não;Não;Manaus;AM
3004085;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002120;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Manaus;AM
3001184;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3002324;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000655;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3004374;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Recife;PE
3001327;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Brasília;DF
3004565;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3000961;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3003508;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004032;PE80;Desenvolvimento de metodologias de identificação e quantificação de nano produtos sujeitos à vigilância sanitária;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004244;PE08;Microbiologia Ambiental com ênfase em saúde única;Rio de Janeiro;Sim;Não;Não;Teresina;PI
3000801;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001582;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Fortaleza;CE
3004596;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3002476;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Brasília;DF
3003510;PE67;Epidemiologia em uso de álcool e outras drogas;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001792;PE87;Bioquímica, Biologia Celular e Molecular de Helmintos de Interesses em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Teresina;PI
3003759;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Sim;Belo Horizonte;MG
3000924;PE34;Epidemiologia e Vigilância em Saúde Pública;Manaus;Sim;Não;Não;Manaus;AM
3003751;PE82;Micologia aplicada a saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001772;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3004539;PE83;Pesquisa Qualitativa;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3000007;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000489;PE39;Biotecnologia aplicada a Inovações Terapêuticas e Imunobiológicos;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002351;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Sim;Brasília;DF
3000342;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3000612;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Brasília;DF
3000735;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3003666;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002800;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3003785;PE83;Pesquisa Qualitativa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002579;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Curitiba;PR
3000344;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3000398;PE30;Pesquisa Clínica;Salvador;Sim;Não;Sim;Salvador;BA
3003643;PE69;Bioinformática aplicada a doenças infecciosas;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3001094;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3001863;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002478;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003855;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3001433;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000872;PE80;Desenvolvimento de metodologias de identificação e quantificação de nano produtos sujeitos à vigilância sanitária;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002667;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003907;PE27;Micologia Médica;Porto Velho;Sim;Não;Não;Belo Horizonte;MG
3000467;PE30;Pesquisa Clínica;Salvador;Sim;Não;Sim;Salvador;BA
3001871;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Brasília;DF
3001136;PE07;Análise de Políticas e Sistemas de Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003288;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Sim;Curitiba;PR
3002163;PE31;Virologia Evolutiva e Computacional;Salvador;Sim;Não;Sim;Salvador;BA
3000274;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3003245;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003497;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Brasília;DF
3000542;PE82;Micologia aplicada a saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000152;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3003218;PE34;Epidemiologia e Vigilância em Saúde Pública;Manaus;Sim;Não;Sim;Curitiba;PR
3004341;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001369;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001166;PE37;Planejamento, Financiamento e Modelos de Gestão e Atenção à Saúde;Manaus;Sim;Não;Não;Manaus;AM
3004159;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002489;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002253;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002580;PE50;Virologia Clássica e molecular;Recife;Sim;Não;Não;Fortaleza;CE
3004050;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Salvador;BA
3000423;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001698;PE84;Pesquisa e Desenvolvimento de vacinas como estratégia de controle no combate a doenças infecto parasitárias;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003058;PE65;Epidemiologista Social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002409;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000009;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3000859;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3004271;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002048;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Sim;Teresina;PI
3002607;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002279;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000633;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3001432;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000413;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3001692;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004097;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001735;PE51;Microbiologia Básica e Molecular aplicada a Bactérias e Protozoários causadores de Zoonoses;Recife;Sim;Não;Não;Recife;PE
3004184;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004088;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001857;PE29;Biologia de Sistemas com foco em Genômica e Transcriptômica de Células Individuais;Salvador;Sim;Não;Não;Brasília;DF
3004667;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Sim;Salvador;BA
3004580;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002154;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003534;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003166;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003790;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003665;PE86;Biodiversidade e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003795;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004195;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002573;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3003121;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001895;PE46;Micologia Molecular e Celular;Curitiba;Sim;Sim;Não;Curitiba;PR
3003014;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002342;PE37;Planejamento, Financiamento e Modelos de Gestão e Atenção à Saúde;Manaus;Sim;Não;Sim;Manaus;AM
3000298;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3000712;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3001645;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Rio de Janeiro;RJ
3003949;PE69;Bioinformática aplicada a doenças infecciosas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002966;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Sim;Brasília;DF
3002040;PE41;Biologia celular e molecular da interação vetor/patógeno/ hospedeiro;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3004502;PE40;Virologia com ênfase em doenças emergentes e reemergentes;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001083;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3001556;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3002790;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Rio de Janeiro;RJ
3001719;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002687;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001180;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Não;Recife;PE
3004036;PE68;Pesquisa Clínica em Dermatologia em Doenças Infecciosas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001808;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3004523;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001018;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Rio de Janeiro;RJ
3000292;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002123;PE01;Bioinformática;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3000172;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002937;PE02;Terapias avançadas;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001665;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002254;PE17;Cooperação em Políticas, Sistemas e Gestão de Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003374;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Curitiba;PR
3003228;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Sim;Rio de Janeiro;RJ
3000348;PE82;Micologia aplicada a saúde;Rio de Janeiro;Sim;Não;Não;Recife;PE
3001081;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003360;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Curitiba;PR
3002513;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000988;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003439;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001246;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Não;Curitiba;PR
3002941;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000797;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003880;PE08;Microbiologia Ambiental com ênfase em saúde única;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
